id,full_name,pdes,name,diameter,rot_per,BV,UB,IR,spec_B,spec_T,a
bK14T33A,"       (2014 TA33)","2014 TA33",,,,,,,,,1.827143139585471
bK14T33E,"       (2014 TE33)","2014 TE33",,,,,,,,,1.833385416021418
bK14T33F,"       (2014 TF33)","2014 TF33",,,,,,,,,2.338346991767135
bK14T33S,"       (2014 TS33)","2014 TS33",,,,,,,,,2.47127611118353
bK14T33T,"       (2014 TT33)","2014 TT33",,,,,,,,,1.795516684176643
bK14T34B,"       (2014 TB34)","2014 TB34",,,,,,,,,1.787596916305925
bK14T34F,"       (2014 TF34)","2014 TF34",,,,,,,,,2.570147720957279
bK14T34J,"       (2014 TJ34)","2014 TJ34",,,,,,,,,2.122483004183541
bK14T34L,"       (2014 TL34)","2014 TL34",,,,,,,,,2.622774740235418
bK14T34P,"       (2014 TP34)","2014 TP34",,,,,,,,,2.145950592429624
bK14T34R,"       (2014 TR34)","2014 TR34",,,,,,,,,2.580985309863884
bK14T34S,"       (2014 TS34)","2014 TS34",,,,,,,,,1.843831256204073
bK14T35P,"       (2014 TP35)","2014 TP35",,,,,,,,,2.575565155453813
bK14T35Q,"       (2014 TQ35)","2014 TQ35",,,,,,,,,2.481413775356906
bK14T35R,"       (2014 TR35)","2014 TR35",,,,,,,,,2.413771793522729
bK14T35V,"       (2014 TV35)","2014 TV35",,,,,,,,,1.870149545484422
bK14T35X,"       (2014 TX35)","2014 TX35",,,,,,,,,1.892625806060253
bK14T38L,"       (2014 TL38)","2014 TL38",,,,,,,,,2.374703809217331
bK14T39V,"       (2014 TV39)","2014 TV39",,,,,,,,,2.352191074621193
bK14T45R,"       (2014 TR45)","2014 TR45",,,,,,,,,2.184924263812261
bK14T49V,"       (2014 TV49)","2014 TV49",,,,,,,,,2.377288554618537
bK14T51S,"       (2014 TS51)","2014 TS51",,,,,,,,,2.408534377060286
bK14T57U,"       (2014 TU57)","2014 TU57",,,,,,,,,2.374859644597549
bK14T57Z,"       (2014 TZ57)","2014 TZ57",,,,,,,,,1.805655740684104
bK14T61K,"       (2014 TK61)","2014 TK61",,,,,,,,,2.421626971538871
bK14T64E,"       (2014 TE64)","2014 TE64",,,,,,,,,2.674805648611769
bK14T75C,"       (2014 TC75)","2014 TC75",,,,,,,,,2.690093484530812
bK14T86K,"       (2014 TK86)","2014 TK86",,,,,,,,,1.89658946385796
bK14T86R,"       (2014 TR86)","2014 TR86",,,,,,,,,1.919993061927174
bK14U00X,"       (2014 UX)","2014 UX",,,,,,,,,1.940666530994691
bK14U01D,"       (2014 UD1)","2014 UD1",,,,,,,,,2.542815057395455
bK14U03T,"       (2014 UT3)","2014 UT3",,,,,,,,,2.540609542823475
bK14U05F,"       (2014 UF5)","2014 UF5",,,,,,,,,2.225691391866059
bK14U07G,"       (2014 UG7)","2014 UG7",,,,,,,,,1.902132508557776
bK14U07V,"       (2014 UV7)","2014 UV7",,,,,,,,,1.836709119106712
bK14U07W,"       (2014 UW7)","2014 UW7",,,,,,,,,1.813751695546169
bK14U08B,"       (2014 UB8)","2014 UB8",,,,,,,,,2.356125364982988
bK14U08C,"       (2014 UC8)","2014 UC8",,,,,,,,,2.67898889712081
bK14U08D,"       (2014 UD8)","2014 UD8",,,,,,,,,2.308937414871107
bK14U08K,"       (2014 UK8)","2014 UK8",,,,,,,,,2.526826390874945
bK14U09D,"       (2014 UD9)","2014 UD9",,,,,,,,,2.166601359126684
bK14U09P,"       (2014 UP9)","2014 UP9",,,,,,,,,2.623009925860363
bK14U18A,"       (2014 UA18)","2014 UA18",,,,,,,,,2.036600286209012
bK14U20K,"       (2014 UK20)","2014 UK20",,,,,,,,,1.856523064225295
bK14U30G,"       (2014 UG30)","2014 UG30",,,,,,,,,1.844508299093887
bK14U31A,"       (2014 UA31)","2014 UA31",,,,,,,,,1.875619858125007
bK14U33B,"       (2014 UB33)","2014 UB33",,,,,,,,,1.855827581171934
bK14U33F,"       (2014 UF33)","2014 UF33",,,,,,,,,2.327014161416627
bK14U33G,"       (2014 UG33)","2014 UG33",,,,,,,,,2.320834584485345
bK14U33H,"       (2014 UH33)","2014 UH33",,,,,,,,,2.131141411238765
bK14U33L,"       (2014 UL33)","2014 UL33",,,,,,,,,2.588413660995742
bK14U33P,"       (2014 UP33)","2014 UP33",,,,,,,,,3.074575839931222
bK14U33R,"       (2014 UR33)","2014 UR33",,,,,,,,,2.876406427296446
bK14U33Z,"       (2014 UZ33)","2014 UZ33",,,,,,,,,2.590160488772016
bK14U34F,"       (2014 UF34)","2014 UF34",,,,,,,,,1.87692991655494
bK14U34Q,"       (2014 UQ34)","2014 UQ34",,,,,,,,,2.554423961063693
bK14U45E,"       (2014 UE45)","2014 UE45",,,,,,,,,2.321473045211951
bK14U51V,"       (2014 UV51)","2014 UV51",,,,,,,,,2.403451832112075
bK14U57C,"       (2014 UC57)","2014 UC57",,,,,,,,,2.510601813712015
bK14U57K,"       (2014 UK57)","2014 UK57",,,,,,,,,2.88816243721739
bK14U57L,"       (2014 UL57)","2014 UL57",,,,,,,,,2.320734928150635
bK14U57O,"       (2014 UO57)","2014 UO57",,,,,,,,,1.998277492511434
bK14U57P,"       (2014 UP57)","2014 UP57",,,,,,,,,2.316443454646347
bK14U57Q,"       (2014 UQ57)","2014 UQ57",,,,,,,,,2.535106214803803
bK14U57R,"       (2014 UR57)","2014 UR57",,,,,,,,,2.36129509695395
bK14U57S,"       (2014 US57)","2014 US57",,,,,,,,,1.856340395015888
bK14U66B,"       (2014 UB66)","2014 UB66",,,,,,,,,2.229542623916488
bK14U78A,"       (2014 UA78)","2014 UA78",,,,,,,,,2.630585563580898
bK14U84E,"       (2014 UE84)","2014 UE84",,,,,,,,,2.231768340769972
bK14U93M,"       (2014 UM93)","2014 UM93",,,,,,,,,1.793641666590012
bK14U99M,"       (2014 UM99)","2014 UM99",,,,,,,,,2.171579413388522
bK14UB4G,"       (2014 UG114)","2014 UG114",,,,,,,,,2.581148538470743
bK14UB4H,"       (2014 UH114)","2014 UH114",,,,,,,,,2.14602689546745
bK14UB4J,"       (2014 UJ114)","2014 UJ114",,,,,,,,,2.186501360647186
bK14UB4L,"       (2014 UL114)","2014 UL114",,,,,,,,,1.742068128072036
bK14UB4U,"       (2014 UU114)","2014 UU114",,,,,,,,,1.710158952828633
bK14UB4X,"       (2014 UX114)","2014 UX114",,,,,,,,,2.391762241243599
bK14UB5A,"       (2014 UA115)","2014 UA115",,,,,,,,,2.302685526387498
bK14UB5Q,"       (2014 UQ115)","2014 UQ115",,,,,,,,,2.351158401915338
bK14UB5R,"       (2014 UR115)","2014 UR115",,,,,,,,,1.836190432113315
bK14UB5X,"       (2014 UX115)","2014 UX115",,,,,,,,,1.996551534405521
bK14UB5Z,"       (2014 UZ115)","2014 UZ115",,,,,,,,,2.278206109875501
bK14UB6B,"       (2014 UB116)","2014 UB116",,,,,,,,,2.398130637726351
bK14UB6F,"       (2014 UF116)","2014 UF116",,,,,,,,,1.768086459007819
bK14UB6H,"       (2014 UH116)","2014 UH116",,,,,,,,,2.348305373267879
bK14UB6P,"       (2014 UP116)","2014 UP116",,,,,,,,,1.890047952273217
bK14UB6S,"       (2014 US116)","2014 US116",,,,,,,,,1.817650825369261
bK14UB6W,"       (2014 UW116)","2014 UW116",,,,,,,,,1.8430468747584
bK14UB6Y,"       (2014 UY116)","2014 UY116",,,,,,,,,2.568346373264808
bK14UB7F,"       (2014 UF117)","2014 UF117",,,,,,,,,1.899714068936809
bK14UB7K,"       (2014 UK117)","2014 UK117",,,,,,,,,2.179394967599575
bK14UB7M,"       (2014 UM117)","2014 UM117",,,,,,,,,2.449458781931177
bK14UB7Q,"       (2014 UQ117)","2014 UQ117",,,,,,,,,2.153746380467918
bK14UB8J,"       (2014 UJ118)","2014 UJ118",,,,,,,,,1.583070235373954
bK14UC2A,"       (2014 UA122)","2014 UA122",,,,,,,,,2.33277251058197
bK14UC6F,"       (2014 UF126)","2014 UF126",,,,,,,,,1.787606092255779
bK14UF4X,"       (2014 UX154)","2014 UX154",,,,,,,,,2.243707086110754
bK14UH0N,"       (2014 UN170)","2014 UN170",,,,,,,,,2.282740365888163
bK14UH1B,"       (2014 UB171)","2014 UB171",,,,,,,,,1.895488136995046
bK14UH3Q,"       (2014 UQ173)","2014 UQ173",,,,,,,,,2.1876232
bK14UH5Q,"       (2014 UQ175)","2014 UQ175",,,,,,,,,2.833753121020827
bK14UH5S,"       (2014 US175)","2014 US175",,,,,,,,,2.140153791370203
bK14UH5W,"       (2014 UW175)","2014 UW175",,,,,,,,,2.18283965074949
bK14UH5X,"       (2014 UX175)","2014 UX175",,,,,,,,,2.33265197094749
bK14UI1K,"       (2014 UK181)","2014 UK181",,,,,,,,,2.131536279716743
bK14UJ1M,"       (2014 UM191)","2014 UM191",,,,,,,,,1.61176632651293
bK14UJ1R,"       (2014 UR191)","2014 UR191",,,,,,,,,1.664722022838119
bK14UJ1V,"       (2014 UV191)","2014 UV191",,,,,,,,,1.929117155538178
bK14UJ2N,"       (2014 UN192)","2014 UN192",,,,,,,,,1.878320695963727
bK14UJ2O,"       (2014 UO192)","2014 UO192",,,,,,,,,2.709386109053231
bK14UJ2P,"       (2014 UP192)","2014 UP192",,,,,,,,,2.159862306415174
bK14UK0Y,"       (2014 UY200)","2014 UY200",,2.040,,,,,,,3.119100255552029
bK14UK6B,"       (2014 UB206)","2014 UB206",,,,,,,,,2.701408471639165
bK14UK6E,"       (2014 UE206)","2014 UE206",,,,,,,,,2.301965024839375
bK14UK7O,"       (2014 UO207)","2014 UO207",,,,,,,,,2.2469294
bK14UK9H,"       (2014 UH209)","2014 UH209",,,,,,,,,2.29432604319961
bK14UL0J,"       (2014 UJ210)","2014 UJ210",,,,,,,,,2.609803062353435
bK14UM5X,"       (2014 UX225)","2014 UX225",,,,,,,,,2.039020364013889
bK14UM5Y,"       (2014 UY225)","2014 UY225",,,,,,,,,1.785418740635307
bK14UM6B,"       (2014 UB226)","2014 UB226",,,,,,,,,1.857380910739546
bK14V00C,"       (2014 VC)","2014 VC",,,,,,,,,2.617586959175277
bK14V00L,"       (2014 VL)","2014 VL",,,,,,,,,2.942166162101364
bK14V00R,"       (2014 VR)","2014 VR",,,,,,,,,2.243186000964717
bK14V00S,"       (2014 VS)","2014 VS",,,,,,,,,2.243605785888149
bK14V01G,"       (2014 VG1)","2014 VG1",,,,,,,,,3.091603735896368
bK14V01M,"       (2014 VM1)","2014 VM1",,,,,,,,,2.281106031257309
bK14V01P,"       (2014 VP1)","2014 VP1",,,,,,,,,1.860222553379983
bK14V01Q,"       (2014 VQ1)","2014 VQ1",,0.587,,,,,,,1.4478463989565
bK14V01Z,"       (2014 VZ1)","2014 VZ1",,,,,,,,,1.865506437505493
bK14V06O,"       (2014 VO6)","2014 VO6",,,,,,,,,2.94808331764971
bK14V06S,"       (2014 VS6)","2014 VS6",,,,,,,,,2.250656642110882
bK14V10A,"       (2014 VA10)","2014 VA10",,1.735,,,,,,,2.543270446437923
bK14V10D,"       (2014 VD10)","2014 VD10",,,,,,,,,1.894734908642803
bK14V10J,"       (2014 VJ10)","2014 VJ10",,,,,,,,,2.329369832062914
bK14V28Z,"       (2014 VZ28)","2014 VZ28",,,,,,,,,2.427309991916767
bK14W00E,"       (2014 WE)","2014 WE",,,,,,,,,1.714760765510215
bK14W00G,"       (2014 WG)","2014 WG",,,,,,,,,1.876472514291275
bK14W04R,"       (2014 WR4)","2014 WR4",,,,,,,,,2.544586765274228
bK14W04S,"       (2014 WS4)","2014 WS4",,,,,,,,,1.818349654023717
bK14W04V,"       (2014 WV4)","2014 WV4",,,,,,,,,2.20053744400516
bK14W05N,"       (2014 WN5)","2014 WN5",,,,,,,,,1.983218666868126
bK14W05P,"       (2014 WP5)","2014 WP5",,,,,,,,,2.606310087033943
bK14W05Q,"       (2014 WQ5)","2014 WQ5",,,,,,,,,2.60408360340396
bK14W05R,"       (2014 WR5)","2014 WR5",,,,,,,,,2.343595004310788
bK14W05S,"       (2014 WS5)","2014 WS5",,,,,,,,,1.902862555593563
bK14W05W,"       (2014 WW5)","2014 WW5",,,,,,,,,2.704645786012297
bK14W05X,"       (2014 WX5)","2014 WX5",,,,,,,,,2.352144975919145
bK14W06K,"       (2014 WK6)","2014 WK6",,,,,,,,,2.318935069140937
bK14W06O,"       (2014 WO6)","2014 WO6",,,,,,,,,3.066017940719675
bK14W06T,"       (2014 WT6)","2014 WT6",,,,,,,,,1.863174684768617
bK14W06W,"       (2014 WW6)","2014 WW6",,,,,,,,,2.597844545104091
bK14W06Z,"       (2014 WZ6)","2014 WZ6",,,,,,,,,2.254640691973423
bK14W07A,"       (2014 WA7)","2014 WA7",,2.043,,,,,,,3.141288457359696
bK14W07J,"       (2014 WJ7)","2014 WJ7",,,,,,,,,2.822609727300189
bK14W15M,"       (2014 WM15)","2014 WM15",,,,,,,,,1.825702304816933
bK14W29T,"       (2014 WT29)","2014 WT29",,,,,,,,,2.222291014408444
bK14W42J,"       (2014 WJ42)","2014 WJ42",,,,,,,,,2.6777626
bK14W42S,"       (2014 WS42)","2014 WS42",,,,,,,,,2.266143914134469
bK14W57E,"       (2014 WE57)","2014 WE57",,,,,,,,,2.271824298315932
bK14W69P,"       (2014 WP69)","2014 WP69",,,,,,,,,2.60709005944603
bK14W69Y,"       (2014 WY69)","2014 WY69",,,,,,,,,1.818384236332101
bK14W70A,"       (2014 WA70)","2014 WA70",,,,,,,,,2.334605525719013
bK14W70E,"       (2014 WE70)","2014 WE70",,,,,,,,,2.908324067781476
bK14W70F,"       (2014 WF70)","2014 WF70",,,,,,,,,2.4236136326593
bK14W91N,"       (2014 WN91)","2014 WN91",,,,,,,,,2.315821191249802
bK14WA5O,"       (2014 WO105)","2014 WO105",,,,,,,,,1.928551040951653
bK14WB3Y,"       (2014 WY113)","2014 WY113",,,,,,,,,1.913574230174285
bK14WB7E,"       (2014 WE117)","2014 WE117",,,,,,,,,2.307238971049992
bK14WC0F,"       (2014 WF120)","2014 WF120",,,,,,,,,2.668951429098402
bK14WC0G,"       (2014 WG120)","2014 WG120",,,,,,,,,1.752272370436333
bK14WC0H,"       (2014 WH120)","2014 WH120",,,,,,,,,2.744702410009628
bK14WC0K,"       (2014 WK120)","2014 WK120",,,,,,,,,2.964253342310649
bK14WC0Q,"       (2014 WQ120)","2014 WQ120",,,,,,,,,2.22513993286359
bK14WC0R,"       (2014 WR120)","2014 WR120",,,,,,,,,1.880025963418184
bK14WC0S,"       (2014 WS120)","2014 WS120",,,,,,,,,2.410113944448681
bK14WC0V,"       (2014 WV120)","2014 WV120",,,,,,,,,2.686082170332119
bK14WC0X,"       (2014 WX120)","2014 WX120",,,,,,,,,2.831557401214922
bK14WD7B,"       (2014 WB137)","2014 WB137",,,,,,,,,2.638378912746371
bK14WD7V,"       (2014 WV137)","2014 WV137",,,,,,,,,2.2767648
bK14WD9Q,"       (2014 WQ139)","2014 WQ139",,,,,,,,,1.846558238385375
bK14WE6E,"       (2014 WE146)","2014 WE146",,,,,,,,,2.605672214340747
bK14WI5N,"       (2014 WN185)","2014 WN185",,,,,,,,,1.907236452669187
bK14WK0J,"       (2014 WJ200)","2014 WJ200",,,,,,,,,2.238592750141325
bK14WK0O,"       (2014 WO200)","2014 WO200",,,,,,,,,1.845785872248598
bK14WK0Q,"       (2014 WQ200)","2014 WQ200",,,,,,,,,1.814385424803475
bK14WK0R,"       (2014 WR200)","2014 WR200",,,,,,,,,2.271818139929151
bK14WK1K,"       (2014 WK201)","2014 WK201",,,,,,,,,2.120717314892029
bK14WK1R,"       (2014 WR201)","2014 WR201",,,,,,,,,2.608639155141959
bK14WK1Z,"       (2014 WZ201)","2014 WZ201",,,,,,,,,1.721116267407688
bK14WK2A,"       (2014 WA202)","2014 WA202",,,,,,,,,2.568937644086943
bK14WK2F,"       (2014 WF202)","2014 WF202",,,,,,,,,2.607329026966835
bK14WK2G,"       (2014 WG202)","2014 WG202",,,,,,,,,1.846824835942167
bK14WK2H,"       (2014 WH202)","2014 WH202",,,,,,,,,2.6069348911702
bK14WK2K,"       (2014 WK202)","2014 WK202",,,,,,,,,2.187499303781563
bK14WK2L,"       (2014 WL202)","2014 WL202",,,,,,,,,2.310195927314601
bK14WM7J,"       (2014 WJ227)","2014 WJ227",,,,,,,,,2.362754981354158
bK14WP9L,"       (2014 WL259)","2014 WL259",,,,,,,,,2.201882310174951
bK14WR3B,"       (2014 WB273)","2014 WB273",,,,,,,,,2.195629799648394
bK14WS8E,"       (2014 WE288)","2014 WE288",,,,,,,,,2.272502169947336
bK14WV7S,"       (2014 WS317)","2014 WS317",,,,,,,,,2.3117907
bK14WV8F,"       (2014 WF318)","2014 WF318",,,,,,,,,2.172598912403473
bK14WX1F,"       (2014 WF331)","2014 WF331",,,,,,,,,2.2066565
bK14WX9L,"       (2014 WL339)","2014 WL339",,,,,,,,,2.689509057348948
bK14WZ5V,"       (2014 WV355)","2014 WV355",,,,,,,,,1.9491028
bK14Wa2B,"       (2014 WB362)","2014 WB362",,,,,,,,,2.632415133592794
bK14Wa2E,"       (2014 WE362)","2014 WE362",,,,,,,,,2.398254934876708
bK14Wa2G,"       (2014 WG362)","2014 WG362",,,,,,,,,1.873185703187505
bK14Wa2H,"       (2014 WH362)","2014 WH362",,,,,,,,,2.574385067295536
bK14Wa2K,"       (2014 WK362)","2014 WK362",,,,,,,,,2.594407485000318
bK14Wa2O,"       (2014 WO362)","2014 WO362",,,,,,,,,2.978811213499586
bK14Wa2Z,"       (2014 WZ362)","2014 WZ362",,,,,,,,,2.299763551295753
bK14Wa3D,"       (2014 WD363)","2014 WD363",,,,,,,,,1.860887821507173
bK14Wa3J,"       (2014 WJ363)","2014 WJ363",,,,,,,,,1.860478442736461
bK14Wa3M,"       (2014 WM363)","2014 WM363",,,,,,,,,2.830964795597005
bK14Wa3N,"       (2014 WN363)","2014 WN363",,,,,,,,,2.557626557962161
bK14Wa3O,"       (2014 WO363)","2014 WO363",,,,,,,,,1.770996653242954
bK14Wa3P,"       (2014 WP363)","2014 WP363",,,,,,,,,1.876778445267259
bK14Wa3R,"       (2014 WR363)","2014 WR363",,,,,,,,,2.631744469454604
bK14Wa3S,"       (2014 WS363)","2014 WS363",,,,,,,,,2.152940380367157
bK14Wa3Y,"       (2014 WY363)","2014 WY363",,,,,,,,,1.783292018107268
bK14Wa4A,"       (2014 WA364)","2014 WA364",,,,,,,,,2.312462726219505
bK14Wa4D,"       (2014 WD364)","2014 WD364",,,,,,,,,1.890922574522044
bK14Wa4L,"       (2014 WL364)","2014 WL364",,,,,,,,,2.414479706617814
bK14Wa4M,"       (2014 WM364)","2014 WM364",,,,,,,,,2.544623251106325
bK14Wa4N,"       (2014 WN364)","2014 WN364",,,,,,,,,1.844072224895724
bK14Wa4Q,"       (2014 WQ364)","2014 WQ364",,,,,,,,,1.603189071144433
bK14Wa4X,"       (2014 WX364)","2014 WX364",,,,,,,,,1.837951076565302
bK14Wa5H,"       (2014 WH365)","2014 WH365",,,,,,,,,2.84070656099521
bK14Wa6H,"       (2014 WH366)","2014 WH366",,,,,,,,,2.244147744098952
bK14Wa6M,"       (2014 WM366)","2014 WM366",,,,,,,,,1.895850315612152
bK14Wa6O,"       (2014 WO366)","2014 WO366",,,,,,,,,1.602407299929754
bK14Wa6P,"       (2014 WP366)","2014 WP366",,,,,,,,,2.589482088146952
bK14Wa6Q,"       (2014 WQ366)","2014 WQ366",,,,,,,,,2.712074744492357
bK14Wa6S,"       (2014 WS366)","2014 WS366",,,,,,,,,2.177028388017409
bK14Wa7A,"       (2014 WA367)","2014 WA367",,,,,,,,,1.992972545529663
bK14Wa7D,"       (2014 WD367)","2014 WD367",,,,,,,,,1.888304511645173
bK14Wa7S,"       (2014 WS367)","2014 WS367",,,,,,,,,3.08897177783088
bK14Wa8F,"       (2014 WF368)","2014 WF368",,,,,,,,,2.669578931918855
bK14Wa8G,"       (2014 WG368)","2014 WG368",,,,,,,,,1.826834440415599
bK14Wa9F,"       (2014 WF369)","2014 WF369",,,,,,,,,2.459135396307587
bK14Wa9Q,"       (2014 WQ369)","2014 WQ369",,,,,,,,,1.809098577537938
bK14Wa9X,"       (2014 WX369)","2014 WX369",,,,,,,,,1.846498456808068
bK14Wb0A,"       (2014 WA370)","2014 WA370",,,,,,,,,1.893496783627487
bK14Wb1A,"       (2014 WA371)","2014 WA371",,,,,,,,,2.356804969303726
bK14Wd0V,"       (2014 WV390)","2014 WV390",,,,,,,,,2.670732216320327
bK14Wd4S,"       (2014 WS394)","2014 WS394",,,,,,,,,1.8704225
bK14We2O,"       (2014 WO402)","2014 WO402",,,,,,,,,1.94644398751074
bK14Wk0Z,"       (2014 WZ460)","2014 WZ460",,,,,,,,,1.912399567778786
bK14Wn2E,"       (2014 WE492)","2014 WE492",,,,,,,,,2.286045091160581
bK14Wn6W,"       (2014 WW496)","2014 WW496",,,,,,,,,1.905751552082024
bK14Wn6X,"       (2014 WX496)","2014 WX496",,,,,,,,,3.171440505354408
bK14Wn6Y,"       (2014 WY496)","2014 WY496",,,,,,,,,1.956233485959253
bK14Wo1E,"       (2014 WE501)","2014 WE501",,,,,,,,,1.808697474202495
bK14Wo4G,"       (2014 WG504)","2014 WG504",,,,,,,,,2.573930077040756
bK14Wo6G,"       (2014 WG506)","2014 WG506",,,,,,,,,2.601616226766707
bK14Wp1R,"       (2014 WR511)","2014 WR511",,,,,,,,,1.859227233345403
bK14Wp2H,"       (2014 WH512)","2014 WH512",,,,,,,,,1.60005106223033
bK14Wp2O,"       (2014 WO512)","2014 WO512",,,,,,,,,1.7077166363396
bK14Wp2R,"       (2014 WR512)","2014 WR512",,,,,,,,,1.840625770463097
bK14Wp2S,"       (2014 WS512)","2014 WS512",,,,,,,,,2.034269497357053
bK14Wp3G,"       (2014 WG513)","2014 WG513",,,,,,,,,1.843647713325688
bK14Wr5O,"       (2014 WO535)","2014 WO535",,,,,,,,,2.162571476414146
bK14X03M,"       (2014 XM3)","2014 XM3",,,,,,,,,2.686465417615263
bK14X03O,"       (2014 XO3)","2014 XO3",,,,,,,,,2.6356922953443
bK14X03R,"       (2014 XR3)","2014 XR3",,,,,,,,,2.353578043928485
bK14X06F,"       (2014 XF6)","2014 XF6",,,,,,,,,2.564841197560625
bK14X06G,"       (2014 XG6)","2014 XG6",,,,,,,,,2.572594868006894
bK14X06H,"       (2014 XH6)","2014 XH6",,,,,,,,,1.745821043195916
bK14X06M,"       (2014 XM6)","2014 XM6",,,,,,,,,1.909408043885007
bK14X06N,"       (2014 XN6)","2014 XN6",,,,,,,,,2.276907014647645
bK14X06W,"       (2014 XW6)","2014 XW6",,,,,,,,,2.3012958181476
bK14X06Y,"       (2014 XY6)","2014 XY6",,,,,,,,,1.835119318964779
bK14X06Z,"       (2014 XZ6)","2014 XZ6",,,,,,,,,1.794521652781349
bK14X07K,"       (2014 XK7)","2014 XK7",,,,,,,,,2.467535876173069
bK14X07S,"       (2014 XS7)","2014 XS7",,,,,,,,,1.87468930188612
bK14X08K,"       (2014 XK8)","2014 XK8",,1.026,,,,,,,2.683082366381778
bK14X25X,"       (2014 XX25)","2014 XX25",,,,,,,,,2.598101754973452
bK14X28N,"       (2014 XN28)","2014 XN28",,,,,,,,,2.1996594
bK14X31S,"       (2014 XS31)","2014 XS31",,,,,,,,,1.766370186659744
bK14X31V,"       (2014 XV31)","2014 XV31",,,,,,,,,1.876647471543127
bK14X37O,"       (2014 XO37)","2014 XO37",,2.569,,,,,,,3.058894521901349
bK14Y00H,"       (2014 YH)","2014 YH",,,,,,,,,2.575665719482092
bK14Y00K,"       (2014 YK)","2014 YK",,,,,,,,,1.753735771512286
bK14Y00L,"       (2014 YL)","2014 YL",,,,,,,,,1.813890117184538
bK14Y00P,"       (2014 YP)","2014 YP",,,,,,,,,2.910711200856051
bK14Y00T,"       (2014 YT)","2014 YT",,,,,,,,,1.885895137914641
bK14Y00U,"       (2014 YU)","2014 YU",,,,,,,,,2.661696881679828
bK14Y00W,"       (2014 YW)","2014 YW",,,,,,,,,2.319111849014214
bK14Y00X,"       (2014 YX)","2014 YX",,,,,,,,,2.450282328806391
bK14Y00Y,"       (2014 YY)","2014 YY",,,,,,,,,1.726327126986029
bK14Y03K,"       (2014 YK3)","2014 YK3",,,,,,,,,2.728564238345634
bK14Y04U,"       (2014 YU4)","2014 YU4",,,,,,,,,1.862815598797822
bK14Y08B,"       (2014 YB8)","2014 YB8",,,,,,,,,1.880764914876085
bK14Y08O,"       (2014 YO8)","2014 YO8",,,,,,,,,1.706486571769697
bK14Y08P,"       (2014 YP8)","2014 YP8",,,,,,,,,2.462761320845195
bK14Y08R,"       (2014 YR8)","2014 YR8",,,,,,,,,2.831821274333827
bK14Y08T,"       (2014 YT8)","2014 YT8",,,,,,,,,2.301644440483825
bK14Y08W,"       (2014 YW8)","2014 YW8",,,,,,,,,1.772762972419115
bK14Y09D,"       (2014 YD9)","2014 YD9",,,,,,,,,2.640336522554614
bK14Y09F,"       (2014 YF9)","2014 YF9",,,,,,,,,2.632832136988181
bK14Y09G,"       (2014 YG9)","2014 YG9",,,,,,,,,2.514571786272564
bK14Y09H,"       (2014 YH9)","2014 YH9",,,,,,,,,2.572569636787493
bK14Y09J,"       (2014 YJ9)","2014 YJ9",,,,,,,,,1.918239521907938
bK14Y09S,"       (2014 YS9)","2014 YS9",,,,,,,,,2.315702722851713
bK14Y14F,"       (2014 YF14)","2014 YF14",,,,,,,,,2.673178839404899
bK14Y14P,"       (2014 YP14)","2014 YP14",,,,,,,,,2.096106035620521
bK14Y14Q,"       (2014 YQ14)","2014 YQ14",,,,,,,,,1.691620831384691
bK14Y14U,"       (2014 YU14)","2014 YU14",,,,,,,,,1.845234032908419
bK14Y14X,"       (2014 YX14)","2014 YX14",,,,,,,,,2.571749520352149
bK14Y14Y,"       (2014 YY14)","2014 YY14",,,,,,,,,2.545173593161698
bK14Y15B,"       (2014 YB15)","2014 YB15",,,,,,,,,1.938959187196182
bK14Y15N,"       (2014 YN15)","2014 YN15",,,,,,,,,1.814990867528007
bK14Y15U,"       (2014 YU15)","2014 YU15",,,,,,,,,2.668363380030819
bK14Y23U,"       (2014 YU23)","2014 YU23",,,,,,,,,2.389085831029903
bK14Y34X,"       (2014 YX34)","2014 YX34",,,,,,,,,2.880618486472024
bK14Y34Y,"       (2014 YY34)","2014 YY34",,,,,,,,,2.00910301474185
bK14Y42F,"       (2014 YF42)","2014 YF42",,,,,,,,,2.568520802764799
bK14Y42H,"       (2014 YH42)","2014 YH42",,,,,,,,,2.549880481850406
bK14Y42N,"       (2014 YN42)","2014 YN42",,,,,,,,,2.368975198781345
bK14Y43Z,"       (2014 YZ43)","2014 YZ43",,,,,,,,,2.756455848666196
bK14Y44L,"       (2014 YL44)","2014 YL44",,,,,,,,,2.011954201213575
bK14Y46W,"       (2014 YW46)","2014 YW46",,,,,,,,,1.906736032247116
bK14Y46Y,"       (2014 YY46)","2014 YY46",,,,,,,,,2.408285197094612
bK14Y47M,"       (2014 YM47)","2014 YM47",,,,,,,,,2.284227280308443
bK14Y48T,"       (2014 YT48)","2014 YT48",,,,,,,,,2.584440584506683
bK14Y50Z,"       (2014 YZ50)","2014 YZ50",,,,,,,,,1.813336397081245
bK14Y51C,"       (2014 YC51)","2014 YC51",,,,,,,,,1.89322981603035
bK14Y51Q,"       (2014 YQ51)","2014 YQ51",,,,,,,,,1.915622948076096
bK14Y51S,"       (2014 YS51)","2014 YS51",,,,,,,,,1.914306463288053
bK14Y51U,"       (2014 YU51)","2014 YU51",,,,,,,,,1.872353636146714
bK14Y51Y,"       (2014 YY51)","2014 YY51",,,,,,,,,1.838677612176867
bK15A00C,"       (2015 AC)","2015 AC",,,,,,,,,2.634594107688624
