id,full_name,pdes,name,diameter,rot_per,BV,UB,IR,spec_B,spec_T,a
a0236978,"236978 (2008 OG3)",236978,,,,,,,,,2.438120492624903
a0237088,"237088 (2008 TW2)",237088,,,,,,,,,2.35222615322185
a0237353,"237353 (1207 T-2)",237353,,,,,,,,,2.279621136644826
a0237391,"237391 (1997 AX10)",237391,,,,,,,,,1.875672485241867
a0237465,"237465 (1999 YG19)",237465,,,,,,,,,2.13927774291047
a0237486,"237486 (2000 KM2)",237486,,,,,,,,,2.253310715560448
a0237495,"237495 (2000 QF56)",237495,,2.094,,,,,,,2.299336900851981
a0237566,"237566 (2001 BW1)",237566,,1.992,,,,,,,2.642502545039885
a0237610,"237610 (2001 QB142)",237610,,,,,,,,,2.356877680695002
a0237616,"237616 (2001 RN4)",237616,,,,,,,,,2.158116898097347
a0237709,"237709 (2001 UN161)",237709,,1.539,5.00,,,,,,2.210498006133613
a0237881,"237881 (2002 LN3)",237881,,,,,,,,,2.567510153168095
a0238072,"238072 (2003 FW7)",238072,,1.957,,,,,,,2.301611055320938
a0238453,"238453 (2004 QF)",238453,,,,,,,,,1.739444295674436
a0238496,"238496 (2004 RZ345)",238496,,,,,,,,,2.218220201151229
a0238503,"238503 (2004 SF54)",238503,,,,,,,,,2.183834710316082
a0238518,"238518 (2004 TC121)",238518,,,,,,,,,2.234925394984289
a0238519,"238519 (2004 TC133)",238519,,,,,,,,,2.282568451679349
a0238709,"238709 (2005 GT21)",238709,,,,,,,,,1.856444716938467
a0238851,"238851 (2005 VS3)",238851,,,,,,,,,2.273500210056553
a0238852,"238852 (2005 VZ6)",238852,,,,,,,,,2.312888285336508
a0239275,"239275 (2007 KL7)",239275,,,,,,,,,2.421214694047515
a0239390,"239390 (2007 TA15)",239390,,,,,,,,,2.249346421955558
a0239803,"239803 (1995 WE4)",239803,,,,,,,,,2.12379697090222
a0239825,"239825 (1998 SO133)",239825,,,,,,,,,2.156133982486477
a0239832,"239832 (1998 YS31)",239832,,,,,,,,,2.302723853696856
a0239874,"239874 (2000 JN83)",239874,,,,,,,,,2.243551766188187
a0239875,"239875 (2000 KQ78)",239875,,,,,,,,,2.229261873919051
a0239881,"239881 (2000 QW55)",239881,,,,,,,,,2.323608805191859
a0239974,"239974 (2001 QN257)",239974,,,,,,,,,1.814851717545161
a0240120,"240120 (2002 EE127)",240120,,,,,,,,,1.85907899063195
a0240292,"240292 (2003 EB54)",240292,,,,,,,,,2.333548668342015
a0240313,"240313 (2003 GO35)",240313,,,,,,,,,2.293633368523877
a0240565,"240565 (2004 SD5)",240565,,,,,,,,,2.321387802404529
a0240570,"240570 (2004 TZ9)",240570,,,,,,,,,2.185470431245936
a0240871,"240871 MOSS (2006 DA)",240871,MOSS,,,,,,,,2.416380295312335
a0241109,"241109 (2007 MB10)",241109,,,,,,,,,2.205461883638077
a0241112,"241112 (2007 OF2)",241112,,,,,,,,,2.186253140145916
a0241281,"241281 (2007 UF2)",241281,,,,,,,,,2.31916455038973
a0241649,"241649 (2000 EC140)",241649,,,,,,,,,2.177757912031226
a0241661,"241661 (2000 JA72)",241661,,,,,,,,,2.224799820773499
a0241673,"241673 (2000 QG70)",241673,,,,,,,,,2.561954911561466
a0241676,"241676 (2000 QW158)",241676,,,,,,,,,2.296448657354552
a0242188,"242188 (2003 MO2)",242188,,,,,,,,,2.359390603903879
a0242196,"242196 (2003 PT9)",242196,,,,,,,,,2.328157514191183
a0242464,"242464 (2004 RB236)",242464,,,,,,,,,2.167850542383275
a0242823,"242823 (2006 BW275)",242823,,,,,,,,,2.328546545273616
a0243100,"243100 (2007 RQ31)",243100,,,,,,,,,2.197526107635785
a0243127,"243127 (2007 RY258)",243127,,,,,,,,,2.182113908986061
a0243587,"243587 (1998 DU9)",243587,,,,,,,,,2.060887022927811
a0243618,"243618 (1999 JU61)",243618,,,,,,,,,2.435396364409853
a0243732,"243732 (2000 KV13)",243732,,,,,,,,,2.158021648909325
a0243775,"243775 (2000 RA101)",243775,,,,,,,,,2.275264948769597
a0243881,"243881 (2000 YP33)",243881,,1.913,,,,,,,1.906741154425441
a0243927,"243927 (2001 OR33)",243927,,,,,,,,,2.152936385843613
a0244049,"244049 (2001 TL13)",244049,,,,,,,,,2.161182348116279
a0244115,"244115 (2001 VG4)",244115,,,,,,,,,2.257436427578355
a0244456,"244456 (2002 RS141)",244456,,,,,,,,,2.254912340591886
a0244666,"244666 (2003 JT1)",244666,,,,,,,,,1.817526644132784
a0244679,"244679 (2003 OC8)",244679,,,,,,,,,2.382816783036869
a0244689,"244689 (2003 PW5)",244689,,,,,,,,,2.301089562411906
a0244694,"244694 (2003 QQ5)",244694,,,,,,,,,2.339425013960414
a0244739,"244739 (2003 SY27)",244739,,,,,,,,,2.326363172461503
a0244790,"244790 (2003 SQ210)",244790,,,,,,,,,2.314198488251639
a0245004,"245004 (2004 CN50)",245004,,,,,,,,,1.996098118917881
a0245115,"245115 (2004 QO12)",245115,,,,,,,,,2.17381480942525
a0245215,"245215 (2004 WW9)",245215,,,,,,,,,2.30732331725961
a0245236,"245236 (2004 XL130)",245236,,,,,,,,,2.199472171925657
a0245468,"245468 (2005 NF)",245468,,,,,,,,,1.996642179254798
a0246162,"246162 (2007 QR)",246162,,,,,,,,,2.404663200878364
a0246336,"246336 (2007 TW244)",246336,,,,,,,,,2.170803870817754
a0246911,"246911 (1998 QY96)",246911,,,,,,,,,2.547013121880441
a0247029,"247029 (2000 AX92)",247029,,,,,,,,,1.877550693379481
a0247056,"247056 (2000 QW1)",247056,,,,,,,,,2.218896371569635
a0247062,"247062 (2000 QN115)",247062,,,,,,,,,2.248922198752557
a0247087,"247087 (2000 SC145)",247087,,,,,,,,,2.256070895175522
a0247179,"247179 (2001 DC9)",247179,,,,,,,,,2.322294997704566
a0247391,"247391 (2002 AA22)",247391,,,,,,,,,1.817997587292937
a0247429,"247429 (2002 CQ292)",247429,,,,,,,,,2.214538492512134
a0247484,"247484 (2002 LC24)",247484,,,,,,,,,1.925070979513434
a0247665,"247665 (2002 XY89)",247665,,,,,,,,,2.546200601174436
a0247740,"247740 (2003 LY3)",247740,,,,,,,,,2.330308561422312
a0247743,"247743 (2003 MX7)",247743,,,,,,,,,2.2772586239426
a0247745,"247745 (2003 NX8)",247745,,,,,,,,,2.265935058908993
a0247748,"247748 (2003 OL16)",247748,,,,,,,,,2.339518433261726
a0247760,"247760 (2003 QN5)",247760,,,,,,,,,2.354172021556077
a0247779,"247779 (2003 RU)",247779,,,,,,,,,2.290238441700732
a0247822,"247822 (2003 SH180)",247822,,,,,,,,,2.312348299432274
a0247827,"247827 (2003 SN198)",247827,,,2.042,,,,,,2.300571499220449
a0247858,"247858 (2003 UA38)",247858,,,,,,,,,2.324211155197082
a0247877,"247877 (2003 UU152)",247877,,2.989,,,,,,,2.370994656334941
a0247908,"247908 (2003 VS)",247908,,,,,,,,,2.330718374340548
a0247925,"247925 (2003 WD87)",247925,,,,,,,,,2.524179426280864
a0248107,"248107 (2004 RA109)",248107,,,,,,,,,2.195210504458621
a0248298,"248298 (2005 LX19)",248298,,,,,,,,,2.391779975908667
a0248521,"248521 (2005 WL54)",248521,,,,,,,,,1.901147764856292
a0248918,"248918 (2006 VU123)",248918,,,,,,,,,2.60811609520018
a0248920,"248920 (2006 VS133)",248920,,,,,,,,,2.649723065531303
a0249006,"249006 (2007 PR16)",249006,,,,,,,,,2.355414139135883
a0249091,"249091 (2007 VV93)",249091,,,,,,,,,2.289118947581517
a0249103,"249103 (2007 VO244)",249103,,,4.218,,,,,,2.208694061355451
a0249230,"249230 (2008 GZ21)",249230,,,,,,,,,1.771368976294742
a0249685,"249685 (1999 YD4)",249685,,,,,,,,,2.363136326118485
a0249687,"249687 (2000 AY42)",249687,,,,,,,,,2.415094474337369
a0249708,"249708 (2000 OC47)",249708,,,,,,,,,2.206914026151961
a0249725,"249725 (2000 SY25)",249725,,,,,,,,,2.227329607754187
a0249730,"249730 (2000 SC45)",249730,,,,,,,,,1.841398919345579
a0249772,"249772 (2000 VF62)",249772,,1.627,,,,,,,2.300044932332181
a0249799,"249799 (2000 YX81)",249799,,,,,,,,,2.234916350747115
a0249820,"249820 (2001 FO148)",249820,,,,,,,,,1.902954564260212
a0249850,"249850 (2001 QC17)",249850,,,,,,,,,2.682258074257738
a0249957,"249957 (2001 UG11)",249957,,,,,,,,,2.625279081979407
a0250008,"250008 (2002 AO31)",250008,,,,,,,,,2.140656002224936
a0250308,"250308 (2003 QT67)",250308,,,,,,,,,2.276501398229594
a0250315,"250315 (2003 QZ107)",250315,,,,,,,,,2.271161366893848
a0250418,"250418 (2003 VV2)",250418,,,,,,,,,2.344631244523329
a0250436,"250436 (2003 WT137)",250436,,,,,,,,,2.317745691881119
a0250460,"250460 (2004 BZ57)",250460,,,,,,,,,1.87952563189417
a0250475,"250475 (2004 CR129)",250475,,,,,,,,,1.868111670264747
a0250484,"250484 (2004 ED31)",250484,,,17.398,,,,,,1.87084781239784
a0250707,"250707 (2005 RQ24)",250707,,,,,,,,,1.864017389315702
a0250968,"250968 (2006 GM26)",250968,,,10.687,,,,,,2.187749228954511
a0251343,"251343 (2007 PL29)",251343,,,,,,,,,1.995208050893602
a0251365,"251365 (2007 TQ447)",251365,,,,,,,,,2.158871049050358
a0251398,"251398 (2007 XB24)",251398,,,,,,,,,2.181301937106385
a0251428,"251428 (2008 BD16)",251428,,,,,,,,,2.269667021870758
a0251568,"251568 (2009 EL15)",251568,,,,,,,,,2.184027155923564
a0251705,"251705 (1996 UJ)",251705,,,,,,,,,2.286494600866554
a0251774,"251774 (1999 RG10)",251774,,2.639,,,,,,,2.274570451680063
a0251816,"251816 (1999 TO81)",251816,,,,,,,,,2.357256924153602
a0251964,"251964 (1999 YL6)",251964,,,,,,,,,2.352730984499956
a0251966,"251966 (2000 AJ1)",251966,,,,,,,,,2.341208443550222
a0252038,"252038 (2000 QR117)",252038,,,,,,,,,1.851326428795591
a0252050,"252050 (2000 SZ10)",252050,,,,,,,,,2.242101662524048
a0252068,"252068 (2000 SW149)",252068,,,,,,,,,2.213103826401889
a0252073,"252073 (2000 SR236)",252073,,,,,,,,,2.204658518257191
a0252087,"252087 (2000 UK3)",252087,,,,,,,,,2.227552749239162
a0252089,"252089 (2000 UQ29)",252089,,,,,,,,,2.271131105518638
a0252166,"252166 (2001 CP35)",252166,,,,,,,,,1.907034489864174
a0252192,"252192 (2001 FJ1)",252192,,1.343,,,,,,,2.326772603867695
a0252244,"252244 (2001 QZ60)",252244,,2.964,,,,,,,2.658196365305485
a0252881,"252881 (2002 JF63)",252881,,,,,,,,,2.341010605439024
a0252882,"252882 (2002 JM68)",252882,,,,,,,,,2.182974230467624
a0252902,"252902 (2002 JX127)",252902,,,,,,,,,2.335069999238458
a0253006,"253006 (2002 RH66)",253006,,,,,,,,,1.924869752901586
a0253009,"253009 (2002 RV99)",253009,,,,,,,,,1.904367832129499
a0253069,"253069 (2002 TG110)",253069,,,,,,,,,2.528705872658414
a0253387,"253387 (2003 KA14)",253387,,,,,,,,,2.170115127141889
a0253444,"253444 (2003 RA6)",253444,,,,,,,,,2.285585779571735
a0253446,"253446 (2003 RU10)",253446,,,,,,,,,2.239477202838449
a0253449,"253449 (2003 RX18)",253449,,,,,,,,,2.275595218100777
a0253692,"253692 (2003 UH260)",253692,,,,,,,,,2.377827760167012
a0253822,"253822 (2003 YT57)",253822,,,,,,,,,2.391650010439828
a0253898,"253898 (2004 BY102)",253898,,,,,,,,,2.326708348424109
a0254004,"254004 (2004 FM6)",254004,,,,,,,,,1.872232067183552
a0255034,"255034 (2005 TJ86)",255034,,,,,,,,,1.859364423194928
a0255092,"255092 (2005 UP47)",255092,,,,,,,,,1.84619715092663
a0255527,"255527 (2006 ET44)",255527,,,,,,,,,1.491080123609252
a0255535,"255535 (2006 HS56)",255535,,,,,,,,,2.294588530145617
a0255550,"255550 (2006 JB26)",255550,,,,,,,,,2.295623517776471
a0255587,"255587 Gardenia (2006 OU4)",255587,Gardenia,,,,,,,,2.422602518551251
a0255591,"255591 (2006 OB6)",255591,,,,,,,,,2.377727983975266
a0256155,"256155 (2006 VO44)",256155,,2.536,,,,,,,2.586563115113497
a0256460,"256460 (2007 DL)",256460,,,,,,,,,2.624368417691266
a0256686,"256686 (2007 YZ54)",256686,,,,,,,,,2.284451308508725
a0257471,"257471 (1994 SA)",257471,,,,,,,,,1.725488297353201
a0257536,"257536 (1998 EU3)",257536,,,,,,,,,1.932896924135653
a0257581,"257581 (1999 FE8)",257581,,,,,,,,,2.557231716561489
a0257594,"257594 (1999 RA31)",257594,,1.830,,,,,,,2.305304492780834
a0257610,"257610 (1999 RM215)",257610,,,,,,,,,2.337515306504157
a0257737,"257737 (2000 AY48)",257737,,,,,,,,,2.364296102088487
a0257803,"257803 (2000 EC75)",257803,,,6.483,,,,,,2.3557122292988
a0257851,"257851 (2000 OA13)",257851,,,,,,,,,2.17370792208217
a0257907,"257907 (2000 UY75)",257907,,,,,,,,,1.894086064242965
a0257921,"257921 (2000 WA29)",257921,,,,,,,,,1.873759091605295
a0257924,"257924 (2000 WH68)",257924,,,,,,,,,2.230442277968973
a0257926,"257926 (2000 WY72)",257926,,,,,,,,,2.214583694144354
a0258123,"258123 (2001 QK293)",258123,,,,,,,,,2.619653299554043
a0258695,"258695 (2002 GT3)",258695,,,,,,,,,1.748191082664996
a0258808,"258808 (2002 ME)",258808,,,,,,,,,1.800016732133904
a0258998,"258998 (2002 TD69)",258998,,,,,,,,,1.872138033202
a0259059,"259059 (2002 UV2)",259059,,,,,,,,,1.877245672179632
a0259060,"259060 (2002 UM3)",259060,,,,,,,,,1.885107528225888
a0259068,"259068 (2002 UD35)",259068,,,,,,,,,2.599985553272474
a0259101,"259101 (2002 WS)",259101,,,,,,,,,2.608523114613376
a0259132,"259132 (2002 XT50)",259132,,,,,,,,,1.91561460625743
a0259145,"259145 (2002 XM82)",259145,,,,,,,,,1.988528341451906
a0259146,"259146 (2002 XF84)",259146,,,,,,,,,2.620815829424476
a0259353,"259353 (2003 GT41)",259353,,,,,,,,,2.167698202916196
a0259430,"259430 (2003 SN6)",259430,,,,,,,,,2.316998694023853
a0259461,"259461 (2003 SN101)",259461,,,,,,,,,2.240943446857968
a0259464,"259464 (2003 SN117)",259464,,,,,,,,,2.378896600105535
a0259485,"259485 (2003 SS215)",259485,,,,,,,,,2.226383084895013
a0259490,"259490 (2003 SW228)",259490,,,,,,,,,2.261754692179994
a0259517,"259517 (2003 TM13)",259517,,,,,,,,,2.258855395960119
a0259555,"259555 (2003 UL147)",259555,,,,,,,,,2.357977735489757
a0259601,"259601 (2003 UF274)",259601,,,,,,,,,2.285008292938074
a0259691,"259691 (2003 YV2)",259691,,,,,,,,,2.43782946829383
a0259698,"259698 (2003 YJ23)",259698,,,,,,,,,2.283328646775984
a0259753,"259753 (2004 AY)",259753,,,6.745,,,,,,2.281668142176078
a0259776,"259776 (2004 BA27)",259776,,2.908,,,,,,,2.273448200995811
a0259871,"259871 (2004 DP1)",259871,,,,,,,,,2.34820208480052
a0259915,"259915 (2004 EP23)",259915,,,,,,,,,1.91920121952221
a0260513,"260513 (2005 ET71)",260513,,,,,,,,,2.242614849374097
a0261068,"261068 (2005 SA201)",261068,,,,,,,,,2.563974222756853
a0261714,"261714 (2006 AM11)",261714,,,,,,,,,1.883573763388238
a0261879,"261879 (2006 GO53)",261879,,,,,,,,,2.20444163532347
a0261918,"261918 (2006 KL23)",261918,,,,,,,,,2.311792877514245
a0261934,"261934 (2006 MK8)",261934,,,,,,,,,2.274202709390794
a0263075,"263075 (2007 OW6)",263075,,,,,,,,,1.914333399858935
a0263152,"263152 (2007 VZ253)",263152,,,,,,,,,2.398324498640702
a0263903,"263903 (2009 FQ35)",263903,,,,,,,,,2.192661463674216
a0264218,"264218 (2010 RU52)",264218,,,,,,,,,2.203476994570763
a0264233,"264233 (2010 SB34)",264233,,,,,,,,,2.17904587434976
a0264242,"264242 (2010 TO131)",264242,,,,,,,,,2.19950833758899
a0264275,"264275 (1996 YF1)",264275,,,,,,,,,2.278752668200362
a0264285,"264285 (1998 QM)",264285,,,,,,,,,2.325830748321511
a0264310,"264310 (1999 RH95)",264310,,,,,,,,,2.265490069681881
a0264341,"264341 (1999 XF17)",264341,,,,,,,,,2.354250500190147
a0264350,"264350 (1999 XV232)",264350,,,,,,,,,1.926356750188311
a0264431,"264431 (2000 SP74)",264431,,,,,,,,,2.178906593911286
a0264460,"264460 (2001 CY37)",264460,,,,,,,,,1.857830611805174
a0264519,"264519 (2001 QY281)",264519,,,,,,,,,2.565508498675397
a0264791,"264791 (2002 NG9)",264791,,,,,,,,,2.286107778414102
a0264932,"264932 (2002 VV34)",264932,,,,,,,,,2.458646980627055
a0265139,"265139 (2003 UV283)",265139,,,,,,,,,2.229054298988783
a0265176,"265176 (2003 YV8)",265176,,,9.967,,,,,,2.271352757546375
a0265549,"265549 (2005 OZ14)",265549,,,,,,,,,2.270160056555315
a0266053,"266053 (2006 QJ27)",266053,,,,,,,,,2.245456372646331
a0266084,"266084 (2006 SN6)",266084,,,,,,,,,2.382707603106205
a0266691,"266691 (2009 PB)",266691,,,,,,,,,2.396195431159155
a0267004,"267004 (1981 UA)",267004,,,,,,,,,2.328819418266013
a0267046,"267046 (1998 RU17)",267046,,,,,,,,,2.296556483340805
a0267079,"267079 (1999 TY265)",267079,,,,,,,,,1.889493527525937
a0267102,"267102 (1999 YU)",267102,,,,,,,,,1.915599984219155
a0267504,"267504 (2002 KJ9)",267504,,,,,,,,,2.148393731776452
a0267523,"267523 (2002 OA16)",267523,,,,,,,,,2.260396958903427
a0267558,"267558 (2002 QA16)",267558,,,,,,,,,1.807603585231872
a0267656,"267656 (2002 TP66)",267656,,,,,,,,,1.870249865810245
a0267671,"267671 (2002 TZ289)",267671,,,,,,,,,2.349667099044602
a0267678,"267678 (2002 UL2)",267678,,,,,,,,,1.877458421189865
a0267821,"267821 (2003 UB35)",267821,,,,,,,,,2.182442247114065
a0267871,"267871 (2003 WW152)",267871,,,,,,,,,2.293435030147746
a0267878,"267878 (2003 YY17)",267878,,,,,,,,,2.259806404367946
a0268251,"268251 (2005 MF24)",268251,,,,,,,,,2.155651685645381
a0268747,"268747 (2006 QK48)",268747,,,,,,,,,2.371559958085961
a0268782,"268782 (2006 TB49)",268782,,,,,,,,,2.315917562096122
a0268812,"268812 (2006 VS27)",268812,,,,,,,,,2.157098328416553
a0269631,"269631 (2011 AG29)",269631,,,,,,,,,1.978006390640962
a0269719,"269719 (1998 QH56)",269719,,,5.112,,,,,,1.550818435198786
a0269745,"269745 (1998 WU8)",269745,,,,,,,,,2.309388709242796
a0269780,"269780 (1999 TF145)",269780,,,,,,,,,2.13160614282408
a0269806,"269806 (1999 VM95)",269806,,,,,,,,,2.623271623084233
a0269881,"269881 (2000 GF15)",269881,,,,,,,,,2.395532232458626
a0269902,"269902 (2000 HU3)",269902,,,,,,,,,2.390472967459292
a0269927,"269927 (2000 OM22)",269927,,,,,,,,,2.570551121904781
a0269993,"269993 (2000 WJ67)",269993,,,,,,,,,2.166543262569325
a0270037,"270037 (2001 KR57)",270037,,,,,,,,,2.301674288382416
a0270038,"270038 (2001 KW65)",270038,,,,,,,,,2.265785572167885
a0270044,"270044 (2001 ML3)",270044,,,,,,,,,2.349539131337692
a0270073,"270073 (2001 PR49)",270073,,,,,,,,,1.712793162246285
a0270085,"270085 (2001 QQ98)",270085,,,,,,,,,2.309548322352292
a0270147,"270147 (2001 SL62)",270147,,,,,,,,,2.364257822304687
a0270180,"270180 (2001 SP264)",270180,,,,,,,,,1.907094732340105
a0270199,"270199 (2001 TH13)",270199,,,,,,,,,1.907604141063989
a0270201,"270201 (2001 TS32)",270201,,,,,,,,,2.393512911875105
a0270303,"270303 (2001 WB2)",270303,,,,,,,,,2.308947871329285
a0270588,"270588 (2002 LA6)",270588,,,,,,,,,2.332957987139141
a0270659,"270659 (2002 PU178)",270659,,,,,,,,,2.169227560249083
a0270893,"270893 (2002 TO247)",270893,,,,,,,,,2.172412023978394
a0271073,"271073 (2003 KU13)",271073,,,,,,,,,2.569742420325959
a0271271,"271271 (2003 UW190)",271271,,,,,,,,,2.152655244791834
a0271366,"271366 (2003 YE)",271366,,,,,,,,,2.191724502912467
a0271368,"271368 (2003 YU17)",271368,,,,,,,,,2.235427074605618
a0271518,"271518 (2004 GT28)",271518,,,,,,,,,2.332270911292557
a0271519,"271519 (2004 GL39)",271519,,,,,,,,,2.354416687775373
a0271533,"271533 (2004 HY32)",271533,,,,,,,,,2.315630149876889
a0271774,"271774 (2004 TO12)",271774,,,,,,,,,1.828546591617823
a0272148,"272148 (2005 NP27)",272148,,,,,,,,,2.200950431749933
a0272191,"272191 (2005 QR3)",272191,,,,,,,,,2.338872975516433
a0272254,"272254 (2005 QJ145)",272254,,,,,,,,,2.172195446564809
a0272287,"272287 (2005 ST9)",272287,,,,,,,,,2.395697120089721
a0272354,"272354 (2005 SH164)",272354,,,,,,,,,2.367533950320857
a0272373,"272373 (2005 SA217)",272373,,,,,,,,,2.247599282318022
a0272475,"272475 (2005 UU80)",272475,,,,,,,,,2.231168639423112
a0272499,"272499 (2005 UJ157)",272499,,,,,,,,,2.296317124306352
a0272560,"272560 (2005 UC469)",272560,,,,,,,,,2.283297521128751
a0273264,"273264 (2006 LW)",273264,,,,,,,,,2.160181365410906
a0273290,"273290 (2006 SN12)",273290,,,,,,,,,2.270934873081087
a0273292,"273292 (2006 SP36)",273292,,,,,,,,,2.170127797059293
a0273314,"273314 (2006 SS355)",273314,,,,,,,,,2.269779312816279
a0273364,"273364 (2006 UU210)",273364,,,,,,,,,2.1090276596523
a0273419,"273419 (2006 WX21)",273419,,,,,,,,,2.383374394515079
a0274069,"274069 (2007 VU188)",274069,,,,,,,,,2.174320461759494
a0274234,"274234 (2008 LO16)",274234,,,,,,,,,2.276875822075418
a0274422,"274422 (2008 SN17)",274422,,,,,,,,,2.243415833280487
a0274627,"274627 (2008 TE82)",274627,,,,,,,,,2.567925553665007
a0274833,"274833 (2009 QQ1)",274833,,,,,,,,,2.131029205019936
a0274834,"274834 (2009 QR9)",274834,,2.678,,,,,,,2.575531683401218
a0274994,"274994 (2009 TM21)",274994,,,,,,,,,2.225965363655433
a0275310,"275310 (2010 TR36)",275310,,,,,,,,,2.148319004548349
a0275347,"275347 (2010 XV60)",275347,,,,,,,,,1.871611180469019
a0275446,"275446 (2011 CW62)",275446,,,,,,,,,2.182026843035102
a0275520,"275520 (1997 MV1)",275520,,,,,,,,,2.335370199389142
a0275533,"275533 (1998 MR17)",275533,,,,,,,,,2.707159499876667
a0275568,"275568 (1999 TR38)",275568,,,,,,,,,2.160855457557895
a0275589,"275589 (1999 VE20)",275589,,,,,,,,,1.902821930142618
a0275736,"275736 (2001 FJ141)",275736,,,,,,,,,2.235250783223544
a0275740,"275740 (2001 HS3)",275740,,,,,,,,,1.586621483523948
a0275742,"275742 (2001 HL18)",275742,,,,,,,,,2.36383108589093
a0275749,"275749 (2001 OL9)",275749,,,,,,,,,2.276599736553077
a0275778,"275778 (2001 QD7)",275778,,,,,,,,,2.283668972532079
a0275820,"275820 (2001 RX48)",275820,,,,,,,,,2.579957294280818
a0275842,"275842 (2001 SC5)",275842,,,,,,,,,2.309837150778403
a0275847,"275847 (2001 SM61)",275847,,,,,,,,,2.585365554348924
a0276109,"276109 (2002 GL5)",276109,,,,,,,,,2.089249197899189
a0276295,"276295 (2002 TV95)",276295,,,,,,,,,2.183792956268214
a0276297,"276297 (2002 TZ96)",276297,,,,,,,,,2.195327999292879
a0276331,"276331 (2002 TL255)",276331,,,,,,,,,2.354248047146768
a0276400,"276400 (2002 XS45)",276400,,,,,,,,,2.194027417164058
a0276620,"276620 (2003 UV116)",276620,,,,,,,,,2.163509558032756
a0276741,"276741 (2004 EM66)",276741,,,4.56,,,,,,2.292155170506659
a0276785,"276785 (2004 KA1)",276785,,,,,,,,,1.751701627047477
a0276825,"276825 (2004 PM101)",276825,,,,,,,,,2.212463017668223
a0276888,"276888 (2004 RM323)",276888,,,,,,,,,2.533827216895067
a0277162,"277162 (2005 NM20)",277162,,,,,,,,,2.577683232524316
a0277172,"277172 (2005 OB)",277172,,,,,,,,,2.146862019634325
a0277175,"277175 (2005 OS14)",277175,,,,,,,,,2.213796143009416
a0277181,"277181 (2005 PT)",277181,,,,,,,,,2.398250560087218
a0277238,"277238 (2005 RD8)",277238,,,,,,,,,2.691163456745347
a0277307,"277307 (2005 ST164)",277307,,,,,,,,,2.36308146837598
a0277353,"277353 (2005 TE105)",277353,,,,,,,,,2.222060723836007
a0277371,"277371 (2005 UJ9)",277371,,,,,,,,,2.195803760666518
a0277423,"277423 (2005 UC314)",277423,,,,,,,,,2.17874905883586
a0277529,"277529 (2005 XL66)",277529,,,,,,,,,2.217105555336712
a0277530,"277530 (2005 XM66)",277530,,,,,,,,,2.263931210675221
a0277572,"277572 (2005 YR186)",277572,,,,,,,,,1.698868844288901
a0277930,"277930 (2006 KG118)",277930,,,,,,,,,1.835798610634373
a0278449,"278449 (2007 TS5)",278449,,,,,,,,,1.883931344398577
a0278454,"278454 (2007 TN84)",278454,,,,,,,,,2.171303621525649
a0278462,"278462 (2007 TD160)",278462,,1.808,,,,,,,2.359305371094606
a0278471,"278471 (2007 TF242)",278471,,,,,,,,,2.640357873380151
a0278576,"278576 (2008 HS37)",278576,,,,,,,,,2.229545572855729
a0278592,"278592 (2008 NG5)",278592,,,,,,,,,2.271606016010704
a0278635,"278635 (2008 RQ1)",278635,,,,,,,,,2.416872638892655
a0279111,"279111 (2009 FX55)",279111,,,,,,,,,1.926313833522342
a0279120,"279120 (2009 ON10)",279120,,,,,,,,,2.378048639214657
a0279577,"279577 (2011 DY22)",279577,,,,,,,,,2.292707107465079
a0279712,"279712 (2011 GY46)",279712,,,,,,,,,2.579821391737355
a0279718,"279718 (1579 T-2)",279718,,,,,,,,,2.245317577156873
a0279768,"279768 (1999 RH104)",279768,,,,,,,,,2.100053444431341
a0279776,"279776 (1999 TA122)",279776,,,,,,,,,2.1142173431973
a0279815,"279815 (2000 JT3)",279815,,,,,,,,,2.348573629401777
a0279823,"279823 (2000 RD8)",279823,,,,,,,,,2.261341341841954
a0279860,"279860 (2001 FU6)",279860,,,,,,,,,2.19678172581828
a0279893,"279893 (2001 QZ136)",279893,,,,,,,,,2.328610970717686
a0279976,"279976 (2001 TQ103)",279976,,,,,,,,,2.302019124999295
a0280016,"280016 (2001 WZ1)",280016,,,,,,,,,1.913189239742328
a0280017,"280017 (2001 WC2)",280017,,,,,,,,,2.675625023033228
a0280042,"280042 (2002 AB)",280042,,,,,,,,,2.605457879367592
a0280252,"280252 (2002 XK14)",280252,,,,,,,,,2.169476141315598
a0280366,"280366 (2003 TE)",280366,,,,,,,,,2.61515704521146
a0280481,"280481 (2004 HL48)",280481,,,,,,,,,2.238539095950701
a0280488,"280488 (2004 LL31)",280488,,,,,,,,,2.279186100622462
a0280608,"280608 (2004 XE)",280608,,,,,,,,,1.897932064682886
a0280742,"280742 (2005 LY42)",280742,,,,,,,,,2.146362670565471
a0280853,"280853 (2005 UY282)",280853,,,,,,,,,2.148329209009328
a0281396,"281396 (2008 QN48)",281396,,,,,,,,,2.359257114127555
a0281464,"281464 (2008 ST167)",281464,,,,,,,,,2.357727399617971
a0282042,"282042 (1998 SP2)",282042,,,,,,,,,2.658476599745809
a0282044,"282044 (1998 SF107)",282044,,,,,,,,,2.241739706801285
a0282052,"282052 (1999 SO2)",282052,,,,,,,,,2.550654172313618
a0282126,"282126 (2001 MV1)",282126,,,,,,,,,2.267058630093926
a0282128,"282128 (2001 NT12)",282128,,,,,,,,,2.210799451738001
